priority_rank,priority_tier_number,priority_tier,cross_signature_consistency_score,pert_id,pert_iname,ATLAS_SIG_A_TOP150,ATLAS_SIG_B_TOP100,ATLAS_SIG_B_TOP150,n_signatures,n_negative,n_strong_negative,mean_tau,median_tau,minimum_tau,strong_negative_threshold,consensus_rank,A_TOP150_negative,A_TOP150_strong_negative,B_TOP100_negative,B_TOP100_strong_negative,B_TOP150_negative,B_TOP150_strong_negative,pubchem_cid,pubchem_title,molecular_formula,molecular_weight,canonical_smiles,isomeric_smiles,inchi,inchikey,pubchem_status,compound_classification,classification_reason,regulatory_status,regulatory_source,regulatory_verification_date,has_pubchem_identity,has_structure,multi_signature_negative,strong_cmap_support,downstream_status,fda_application_record_found,fda_label_record_found,clinical_trial_record_found,regulatory_evidence_category,clinical_evidence_level,manual_regulatory_review_required,canonical_smiles_pubchem,isomeric_smiles_pubchem,inchikey_pubchem,molecular_formula_pubchem,pubchem_assay_rows_n,pubchem_active_assay_n,pubchem_inactive_assay_n,pubchem_inconclusive_assay_n,pubchem_interpretable_assay_n,pubchem_active_fraction,cytotoxicity_keyword_assay_n,cytotoxicity_keyword_active_n,active_target_gene_ids,active_target_accessions,pubchem_safety_annotation_found,hazard_statement_codes,severe_hazard_codes,high_concern_hazard_text_flag,pubchem_safety_annotation_text_chars,pains_evaluated,pains_flag,pains_filter_matches,safety_risk_score,safety_evidence_layers_n,safety_data_completeness,hard_safety_flag,translational_nonclinical_flag,safety_screening_recommendation,safety_screening_reasons,chembl_molecule_found,molecule_chembl_id,chembl_pref_name,chembl_molecule_type,chembl_max_phase,chembl_match_score,chembl_activity_record_n,chembl_target_n,chembl_target_ids,chembl_assay_types,chembl_standard_types,chembl_median_pchembl,chembl_max_pchembl,pubchem_target_accession_n,pubchem_target_gene_id_n,pubchem_target_support_note,target_evidence_strength_score,target_support_category
88,2,Tier 2 — Consistent reversal,3,BRD-K98769987,flumazenil,-1.057082,-56.787212,-50.033222,3,3,0,-35.959172,-50.033222,-56.787212,-90.0,98,True,False,True,False,True,False,3373,Flumazenil,C15H14FN3O3,303.29,CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C,CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C,"InChI=1S/C15H14FN3O3/c1-3-22-15(21)13-12-7-18(2)14(20)10-6-9(16)4-5-11(10)19(12)8-17-13/h4-6,8H,3,7H2,1-2H3",OFBIFZUFASYYRE-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,True,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C,CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C,OFBIFZUFASYYRE-UHFFFAOYSA-N,C15H14FN3O3,,,,,,,,,,,True,H302 | H332,,False,6244,True,False,,0,2,LIMITED,False,False,PASS_PRELIMINARY_SCREEN,,True,CHEMBL407,FLUMAZENIL,Small molecule,4.0,195.0,98,28,CHEMBL1293231 | CHEMBL1293232 | CHEMBL1293285 | CHEMBL1907607 | CHEMBL1962 | CHEMBL1963 | CHEMBL2093872 | CHEMBL2094107 | CHEMBL2094120 | CHEMBL2094121 | CHEMBL2094122 | CHEMBL2094130 | CHEMBL2095167 | CHEMBL2095190 | CHEMBL2111339 | CHEMBL2111343 | CHEMBL2111365 | CHEMBL2111413 | CHEMBL2472 | CHEMBL2579 | CHEMBL276 | CHEMBL289 | CHEMBL3026 | CHEMBL343 | CHEMBL3622 | CHEMBL4956 | CHEMBL5112 | CHEMBL612545,A | B | F,AC50 | EC50 | IC50 | Kd | Ki | Potency,8.65,10.05,0,0,,2,MODERATE_TARGET_SUPPORT
94,2,Tier 2 — Consistent reversal,3,BRD-A30815329,felodipine,-8.23768,-76.98053,-48.651047,3,3,0,-44.623086,-48.651047,-76.98053,-90.0,104,True,False,True,False,True,False,3333,Felodipine,C18H19Cl2NO4,384.2,CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C,CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C,"InChI=1S/C18H19Cl2NO4/c1-5-25-18(23)14-10(3)21-9(2)13(17(22)24-4)15(14)11-7-6-8-12(19)16(11)20/h6-8,15,21H,5H2,1-4H3",RZTAMFZIAATZDJ-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,True,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C,CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C,RZTAMFZIAATZDJ-UHFFFAOYSA-N,C18H19Cl2NO4,,,,,,,,,,,True,H302 | H361 | H373 | H410,,True,6912,True,False,,3,2,LIMITED,True,False,CAUTION_MANUAL_REVIEW,high-concern PubChem safety annotation text,True,CHEMBL1480,FELODIPINE,Small molecule,4.0,195.0,27,17,CHEMBL1980 | CHEMBL2034 | CHEMBL2047 | CHEMBL2069 | CHEMBL208 | CHEMBL237 | CHEMBL256 | CHEMBL288 | CHEMBL3397 | CHEMBL3401 | CHEMBL361 | CHEMBL364 | CHEMBL369 | CHEMBL3762 | CHEMBL3879801 | CHEMBL612545 | CHEMBL613963,A | B | F,AC50 | EC50 | IC50 | Ki | Potency,5.41,10.28,0,0,,2,MODERATE_TARGET_SUPPORT
96,2,Tier 2 — Consistent reversal,3,BRD-K56596464,QX-314,-22.732267,-60.439064,-48.51338,3,3,0,-43.894904,-48.51338,-60.439064,-90.0,106,True,False,True,False,True,False,3925,"2-((2,6-Dimethylphenyl)amino)-N,N,N-triethyl-2-oxoethanaminium",C16H27N2O+,263.4,CC[N+](CC)(CC)CC(=O)NC1=C(C=CC=C1C)C,CC[N+](CC)(CC)CC(=O)NC1=C(C=CC=C1C)C,"InChI=1S/C16H26N2O/c1-6-18(7-2,8-3)12-15(19)17-16-13(4)10-9-11-14(16)5/h9-11H,6-8,12H2,1-5H3/p+1",PYEBKOFMWAMBFV-UHFFFAOYSA-O,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,False,NO_US_REGULATORY_OR_TRIAL_EVIDENCE_FOUND,UNRESOLVED,True,CC[N+](CC)(CC)CC(=O)NC1=C(C=CC=C1C)C,CC[N+](CC)(CC)CC(=O)NC1=C(C=CC=C1C)C,PYEBKOFMWAMBFV-UHFFFAOYSA-O,C16H27N2O+,,,,,,,,,,,True,H315 | H319 | H335,,False,6682,True,False,,0,2,LIMITED,False,False,PASS_PRELIMINARY_SCREEN,,True,CHEMBL1255750,,Small molecule,,5.0,3,2,CHEMBL1293235 | CHEMBL1293237,F,Potency,8.55,8.55,0,0,,2,MODERATE_TARGET_SUPPORT
97,2,Tier 2 — Consistent reversal,3,BRD-K55034111,pefloxacin,-7.658445,-48.287518,-68.91559,3,3,0,-41.620518,-48.287518,-68.91559,-90.0,107,True,False,True,False,True,False,51081,Pefloxacin,C17H20FN3O3,333.36,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCN(CC3)C)F)C(=O)O,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCN(CC3)C)F)C(=O)O,"InChI=1S/C17H20FN3O3/c1-3-20-10-12(17(23)24)16(22)11-8-13(18)15(9-14(11)20)21-6-4-19(2)5-7-21/h8-10H,3-7H2,1-2H3,(H,23,24)",FHFYDNQZQSQIAI-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,True,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCN(CC3)C)F)C(=O)O,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCN(CC3)C)F)C(=O)O,FHFYDNQZQSQIAI-UHFFFAOYSA-N,C17H20FN3O3,925.0,19.0,262.0,36.0,281.0,0.0676156583629893,74.0,4.0,1814.0 | 6850.0,AAF95916 | NP_371243 | P35462 | P43405,True,H302 | H315 | H319 | H335,,False,7065,True,False,,3,4,GOOD,False,False,CAUTION_MANUAL_REVIEW,repeated active cytotoxicity/viability assays,True,CHEMBL267648,PEFLOXACIN,Small molecule,2.0,195.0,1,1,CHEMBL234,B,AC50,5.44,5.44,4,2,PUBCHEM_BIOASSAY_TARGET_PRESENT,2,MODERATE_TARGET_SUPPORT
98,2,Tier 2 — Consistent reversal,3,BRD-K08619838,tremorine,-0.704722,-48.21443,-49.423393,3,3,0,-32.780848,-48.21443,-49.423393,-90.0,108,True,False,True,False,True,False,5534,"1,1'-(2-Butyne-1,4-diyl)bis(pyrrolidine)",C12H20N2,192.3,C1CCN(C1)CC#CCN2CCCC2,C1CCN(C1)CC#CCN2CCCC2,"InChI=1S/C12H20N2/c1-2-8-13(7-1)11-5-6-12-14-9-3-4-10-14/h1-4,7-12H2",JSUAJTLKVREZHV-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,False,NO_US_REGULATORY_OR_TRIAL_EVIDENCE_FOUND,UNRESOLVED,True,C1CCN(C1)CC#CCN2CCCC2,C1CCN(C1)CC#CCN2CCCC2,JSUAJTLKVREZHV-UHFFFAOYSA-N,C12H20N2,143.0,1.0,122.0,12.0,123.0,0.008130081300813,1.0,0.0,,B45705,False,,,False,0,True,False,,0,3,GOOD,False,False,PASS_PRELIMINARY_SCREEN,,True,CHEMBL1483237,,Small molecule,,5.0,2,2,CHEMBL1293235 | CHEMBL4372,F,Potency,5.375,5.45,1,0,PUBCHEM_BIOASSAY_TARGET_PRESENT,2,MODERATE_TARGET_SUPPORT
104,2,Tier 2 — Consistent reversal,3,BRD-K06234293,LY-364947,-27.714294,-47.234467,-57.26573,3,3,0,-44.071497,-47.234467,-57.26573,-90.0,114,True,False,True,False,True,False,447966,Ly-364947,C17H12N4,272.3,C1=CC=C2C(=C1)C(=CC=N2)C3=C(NN=C3)C4=CC=CC=N4,C1=CC=C2C(=C1)C(=CC=N2)C3=C(NN=C3)C4=CC=CC=N4,"InChI=1S/C17H12N4/c1-2-6-15-13(5-1)12(8-10-19-15)14-11-20-21-17(14)16-7-3-4-9-18-16/h1-11H,(H,20,21)",IBCXZJCWDGCXQT-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,False,NO_US_REGULATORY_OR_TRIAL_EVIDENCE_FOUND,UNRESOLVED,True,C1=CC=C2C(=C1)C(=CC=N2)C3=C(NN=C3)C4=CC=CC=N4,C1=CC=C2C(=C1)C(=CC=N2)C3=C(NN=C3)C4=CC=CC=N4,IBCXZJCWDGCXQT-UHFFFAOYSA-N,C17H12N4,,,,,,,,,,,True,H301 | H315 | H319 | H335 | H400,H301,True,7697,True,False,,3,2,LIMITED,True,False,CAUTION_MANUAL_REVIEW,acute-toxicity GHS annotation H301,True,CHEMBL261454,,Small molecule,,5.0,27,13,CHEMBL1293231 | CHEMBL260 | CHEMBL2793 | CHEMBL2828 | CHEMBL3879801 | CHEMBL3886 | CHEMBL395 | CHEMBL4014 | CHEMBL4267 | CHEMBL4439 | CHEMBL612545 | CHEMBL614822 | CHEMBL6196188,B | F,IC50 | Kd | Potency,7.09,8.3,0,0,,2,MODERATE_TARGET_SUPPORT
4,1,Tier 1 — Strong consensus,4,BRD-K33483813,actarit,0.0,-98.7315,-94.041336,3,2,2,-64.257612,-94.041336,-98.7315,-90.0,4,False,False,True,True,True,True,2018,Actarit,C10H11NO3,193.2,CC(=O)NC1=CC=C(C=C1)CC(=O)O,CC(=O)NC1=CC=C(C=C1)CC(=O)O,"InChI=1S/C10H11NO3/c1-7(12)11-9-4-2-8(3-5-9)6-10(13)14/h2-5H,6H2,1H3,(H,11,12)(H,13,14)",MROJXXOCABQVEF-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,True,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,True,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,CC(=O)NC1=CC=C(C=C1)CC(=O)O,CC(=O)NC1=CC=C(C=C1)CC(=O)O,MROJXXOCABQVEF-UHFFFAOYSA-N,C10H11NO3,1620.0,4.0,1482.0,32.0,1486.0,0.0026917900403768,152.0,0.0,1812.0 | 3356.0,AAH96839 | NP_000785,True,H315 | H319 | H335,,False,6072,True,False,,0,4,GOOD,False,False,PASS_PRELIMINARY_SCREEN,,True,CHEMBL1885632,ACTARIT,Small molecule,2.0,195.0,0,0,,,,,,2,2,PUBCHEM_BIOASSAY_TARGET_PRESENT,1,WEAK_TARGET_SUPPORT
32,2,Tier 2 — Consistent reversal,3,BRD-K48923948,BMS-641988,-1.585624,-76.76162,-71.08273,3,3,0,-49.809991,-71.08273,-76.76162,-90.0,42,True,False,True,False,True,False,24768935,Bms-641988,C20H20F3N3O5S,471.5,CCS(=O)(=O)NC1CC2(C3C(C1(O2)C)C(=O)N(C3=O)C4=CC(=C(C=C4)C#N)C(F)(F)F)C,CCS(=O)(=O)N[C@@H]1C[C@@]2([C@@H]3[C@H]([C@]1(O2)C)C(=O)N(C3=O)C4=CC(=C(C=C4)C#N)C(F)(F)F)C,"InChI=1S/C20H20F3N3O5S/c1-4-32(29,30)25-13-8-18(2)14-15(19(13,3)31-18)17(28)26(16(14)27)11-6-5-10(9-24)12(7-11)20(21,22)23/h5-7,13-15,25H,4,8H2,1-3H3/t13-,14-,15+,18-,19+/m1/s1",HYNANJUKEMCYEQ-HIGHGGLBSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,True,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,CCS(=O)(=O)NC1CC2(C3C(C1(O2)C)C(=O)N(C3=O)C4=CC(=C(C=C4)C#N)C(F)(F)F)C,CCS(=O)(=O)N[C@@H]1C[C@@]2([C@@H]3[C@H]([C@]1(O2)C)C(=O)N(C3=O)C4=CC(=C(C=C4)C#N)C(F)(F)F)C,HYNANJUKEMCYEQ-HIGHGGLBSA-N,C20H20F3N3O5S,7.0,4.0,0.0,0.0,4.0,1.0,0.0,0.0,367.0,P10275,False,,,False,0,True,False,,0,2,LIMITED,False,False,PASS_PRELIMINARY_SCREEN,,True,CHEMBL4303322,,Small molecule,,5.0,0,0,,,,,,1,1,PUBCHEM_BIOASSAY_TARGET_PRESENT,1,WEAK_TARGET_SUPPORT
44,2,Tier 2 — Consistent reversal,3,BRD-K82143716,flucytosine,-62.447453,-1.303735,-83.53966,3,3,0,-49.096949,-62.447453,-83.53966,-90.0,54,True,False,True,False,True,False,3366,Flucytosine,C4H4FN3O,129.09,C1=NC(=O)NC(=C1F)N,C1=NC(=O)NC(=C1F)N,"InChI=1S/C4H4FN3O/c5-2-1-7-4(9)8-3(2)6/h1H,(H3,6,7,8,9)",XRECTZIEBJDKEO-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,True,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,C1=NC(=O)NC(=C1F)N,C1=NC(=O)NC(=C1F)N,XRECTZIEBJDKEO-UHFFFAOYSA-N,C4H4FN3O,,,,,,,,,,,True,H361,,True,32586,True,False,,3,2,LIMITED,True,False,CAUTION_MANUAL_REVIEW,high-concern PubChem safety annotation text,True,CHEMBL1463,FLUCYTOSINE,Small molecule,4.0,195.0,6,4,CHEMBL1293251 | CHEMBL1293303 | CHEMBL366 | CHEMBL612545,B | F,EC50 | IC50 | Potency,6.155,6.6,0,0,,1,WEAK_TARGET_SUPPORT
64,2,Tier 2 — Consistent reversal,3,BRD-K06878038,deferiprone,-4.720983,-60.271294,-57.334846,3,3,0,-40.775708,-57.334846,-60.271294,-90.0,74,True,False,True,False,True,False,2972,Deferiprone,C7H9NO2,139.15,CC1=C(C(=O)C=CN1C)O,CC1=C(C(=O)C=CN1C)O,"InChI=1S/C7H9NO2/c1-5-7(10)6(9)3-4-8(5)2/h3-4,10H,1-2H3",TZXKOCQBRNJULO-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,True,True,FDA_LABEL_EVIDENCE_FOUND,MODERATE_REGULATORY_EVIDENCE,True,CC1=C(C(=O)C=CN1C)O,CC1=C(C(=O)C=CN1C)O,TZXKOCQBRNJULO-UHFFFAOYSA-N,C7H9NO2,,,,,,,,,,,True,H302 | H315 | H319 | H335,,False,34948,True,False,,0,2,LIMITED,False,False,PASS_PRELIMINARY_SCREEN,,True,CHEMBL70927,DEFERIPRONE,Small molecule,4.0,195.0,20,16,CHEMBL1293226 | CHEMBL1293234 | CHEMBL1293248 | CHEMBL1293303 | CHEMBL1938210 | CHEMBL2069164 | CHEMBL2163176 | CHEMBL2362975 | CHEMBL3397 | CHEMBL3622 | CHEMBL363 | CHEMBL376 | CHEMBL3779760 | CHEMBL386 | CHEMBL4523441 | CHEMBL5896,A | B | F,IC50 | Potency,5.395,6.7,0,0,,1,WEAK_TARGET_SUPPORT
73,2,Tier 2 — Consistent reversal,3,BRD-K34098590,tienilic-acid,-25.508522,-85.91019,-54.838802,3,3,0,-55.419171,-54.838802,-85.91019,-90.0,83,True,False,True,False,True,False,38409,Tienilic Acid,C13H8Cl2O4S,331.2,C1=CSC(=C1)C(=O)C2=C(C(=C(C=C2)OCC(=O)O)Cl)Cl,C1=CSC(=C1)C(=O)C2=C(C(=C(C=C2)OCC(=O)O)Cl)Cl,"InChI=1S/C13H8Cl2O4S/c14-11-7(13(18)9-2-1-5-20-9)3-4-8(12(11)15)19-6-10(16)17/h1-5H,6H2,(H,16,17)",AGHANLSBXUWXTB-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,False,NO_US_REGULATORY_OR_TRIAL_EVIDENCE_FOUND,UNRESOLVED,True,C1=CSC(=C1)C(=O)C2=C(C(=C(C=C2)OCC(=O)O)Cl)Cl,C1=CSC(=C1)C(=O)C2=C(C(=C(C=C2)OCC(=O)O)Cl)Cl,AGHANLSBXUWXTB-UHFFFAOYSA-N,C13H8Cl2O4S,,,,,,,,,,,True,H302 | H315 | H319 | H335,,False,6984,True,False,,0,2,LIMITED,False,False,PASS_PRELIMINARY_SCREEN,,True,CHEMBL267744,TICRYNAFEN,Small molecule,4.0,5.0,2,2,CHEMBL2622 | CHEMBL3397,A | B,IC50 | Ki,5.43,5.49,0,0,,1,WEAK_TARGET_SUPPORT
86,2,Tier 2 — Consistent reversal,3,BRD-K61217870,N-(3-acetamidophenyl)-3-chlorobenzamide,-3.206483,-68.56732,-50.3071,3,3,0,-40.693634,-50.3071,-68.56732,-90.0,96,True,False,True,False,True,False,669190,N-(3-acetamidophenyl)-3-chlorobenzamide,C15H13ClN2O2,288.73,CC(=O)NC1=CC(=CC=C1)NC(=O)C2=CC(=CC=C2)Cl,CC(=O)NC1=CC(=CC=C1)NC(=O)C2=CC(=CC=C2)Cl,"InChI=1S/C15H13ClN2O2/c1-10(19)17-13-6-3-7-14(9-13)18-15(20)11-4-2-5-12(16)8-11/h2-9H,1H3,(H,17,19)(H,18,20)",XZMOBKLRYXTSSS-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,False,NO_US_REGULATORY_OR_TRIAL_EVIDENCE_FOUND,UNRESOLVED,True,CC(=O)NC1=CC(=CC=C1)NC(=O)C2=CC(=CC=C2)Cl,CC(=O)NC1=CC(=CC=C1)NC(=O)C2=CC(=CC=C2)Cl,XZMOBKLRYXTSSS-UHFFFAOYSA-N,C15H13ClN2O2,233.0,1.0,229.0,2.0,230.0,0.0043478260869565,7.0,0.0,24418.0,P31424,False,,,False,0,True,False,,0,3,GOOD,False,False,PASS_PRELIMINARY_SCREEN,,False,,,,,0.0,0,0,,,,,,1,1,PUBCHEM_BIOASSAY_TARGET_PRESENT,1,WEAK_TARGET_SUPPORT
12,2,Tier 2 — Consistent reversal,4,BRD-K55420858,mirin,-17.979301,-91.8324,-80.71886,3,3,1,-63.510187,-80.71886,-91.8324,-90.0,12,True,False,True,True,True,False,1206243,Mirin,C10H8N2O2S,220.25,C1=CC(=CC=C1C=C2C(=O)N=C(S2)N)O,C1=CC(=CC=C1/C=C\2/C(=O)N=C(S2)N)O,"InChI=1S/C10H8N2O2S/c11-10-12-9(14)8(15-10)5-6-1-3-7(13)4-2-6/h1-5,13H,(H2,11,12,14)/b8-5-",YBHQCJILTOVLHD-YVMONPNESA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,True,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,False,NO_US_REGULATORY_OR_TRIAL_EVIDENCE_FOUND,UNRESOLVED,True,C1=CC(=CC=C1C=C2C(=O)N=C(S2)N)O,C1=CC(=CC=C1/C=C\2/C(=O)N=C(S2)N)O,YBHQCJILTOVLHD-YVMONPNESA-N,C10H8N2O2S,10.0,0.0,10.0,0.0,10.0,0.0,1.0,0.0,,,True,H315 | H319,,False,8358,True,True,ene_five_het_B(90),1,3,GOOD,False,False,CAUTION_MANUAL_REVIEW,PAINS structural alert (assay-interference risk),True,CHEMBL570841,MIRIN,Small molecule,,105.0,0,0,,,,,,0,0,,0,NO_TARGET_SUPPORT_FOUND
25,2,Tier 2 — Consistent reversal,3,BRD-K94353609,fluocinolone,-77.6904,-79.7097,-63.414906,3,3,0,-73.605002,-77.6904,-79.7097,-90.0,35,True,False,True,False,True,False,91488,Fluocinolone,C21H26F2O6,412.4,CC12CC(C3(C(C1CC(C2(C(=O)CO)O)O)CC(C4=CC(=O)C=CC43C)F)F)O,C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@H]([C@@]2(C(=O)CO)O)O)C[C@@H](C4=CC(=O)C=C[C@@]43C)F)F)O,"InChI=1S/C21H26F2O6/c1-18-4-3-10(25)5-13(18)14(22)6-12-11-7-15(26)21(29,17(28)9-24)19(11,2)8-16(27)20(12,18)23/h3-5,11-12,14-16,24,26-27,29H,6-9H2,1-2H3/t11-,12-,14-,15+,16-,18-,19-,20-,21-/m0/s1",UUOUOERPONYGOS-CLCRDYEYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,True,True,True,FDA_APPLICATION_AND_LABEL_EVIDENCE,HIGH_REGULATORY_EVIDENCE,False,CC12CC(C3(C(C1CC(C2(C(=O)CO)O)O)CC(C4=CC(=O)C=CC43C)F)F)O,C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@H]([C@@]2(C(=O)CO)O)O)C[C@@H](C4=CC(=O)C=C[C@@]43C)F)F)O,UUOUOERPONYGOS-CLCRDYEYSA-N,C21H26F2O6,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,False,,,False,0,True,False,,0,2,LIMITED,False,False,PASS_PRELIMINARY_SCREEN,,True,CHEMBL1201390,FLUOCINOLONE,Small molecule,1.0,195.0,0,0,,,,,,0,0,,0,NO_TARGET_SUPPORT_FOUND
55,2,Tier 2 — Consistent reversal,3,BRD-K78838262,austricine,-0.895315,-78.11801,-59.665684,3,3,0,-46.226336,-59.665684,-78.11801,-90.0,65,True,False,True,False,True,False,6419904,Austricine,C15H20O5,280.32,CC1C2C(CC(=C3C(C2OC1=O)C(=CC3=O)C)C)O.O,C[C@H]1[C@@H]2[C@H](CC(=C3C([C@H]2OC1=O)C(=CC3=O)C)C)O.O,"InChI=1S/C15H18O4.H2O/c1-6-4-10(17)13-8(3)15(18)19-14(13)12-7(2)5-9(16)11(6)12;/h5,8,10,12-14,17H,4H2,1-3H3;1H2/t8-,10-,12?,13+,14+;/m0./s1",ADUHAEBXPKBNDK-JYDSQBQOSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,False,NO_US_REGULATORY_OR_TRIAL_EVIDENCE_FOUND,UNRESOLVED,True,CC1C2C(CC(=C3C(C2OC1=O)C(=CC3=O)C)C)O.O,C[C@H]1[C@@H]2[C@H](CC(=C3C([C@H]2OC1=O)C(=CC3=O)C)C)O.O,ADUHAEBXPKBNDK-JYDSQBQOSA-N,C15H20O5,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,False,,,False,0,True,False,,0,2,LIMITED,False,False,PASS_PRELIMINARY_SCREEN,,True,CHEMBL3039175,AUSTRICINE,Small molecule,,105.0,0,0,,,,,,0,0,,0,NO_TARGET_SUPPORT_FOUND
89,2,Tier 2 — Consistent reversal,3,BRD-K64835161,ML-167,-54.915535,-49.800385,-30.28062,3,3,0,-44.998847,-49.800385,-54.915535,-90.0,99,True,False,True,False,True,False,44968231,(5-(4-(((5-Methylfuran-2-yl)methyl)amino)quinazolin-6-yl)furan-2-yl)methanol,C19H17N3O3,335.4,CC1=CC=C(O1)CNC2=NC=NC3=C2C=C(C=C3)C4=CC=C(O4)CO,CC1=CC=C(O1)CNC2=NC=NC3=C2C=C(C=C3)C4=CC=C(O4)CO,"InChI=1S/C19H17N3O3/c1-12-2-4-14(24-12)9-20-19-16-8-13(3-6-17(16)21-11-22-19)18-7-5-15(10-23)25-18/h2-8,11,23H,9-10H2,1H3,(H,20,21,22)",ROCFOIBAEVAOLQ-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,False,NO_US_REGULATORY_OR_TRIAL_EVIDENCE_FOUND,UNRESOLVED,True,CC1=CC=C(O1)CNC2=NC=NC3=C2C=C(C=C3)C4=CC=C(O4)CO,CC1=CC=C(O1)CNC2=NC=NC3=C2C=C(C=C3)C4=CC=C(O4)CO,ROCFOIBAEVAOLQ-UHFFFAOYSA-N,C19H17N3O3,,,,,,,,,,,True,H302,,False,5225,True,False,,0,2,LIMITED,False,False,PASS_PRELIMINARY_SCREEN,,True,CHEMBL1732375,,Small molecule,,5.0,0,0,,,,,,0,0,,0,NO_TARGET_SUPPORT_FOUND
