priority_rank,priority_tier_number,priority_tier,cross_signature_consistency_score,pert_id,pert_iname,ATLAS_SIG_A_TOP150,ATLAS_SIG_B_TOP100,ATLAS_SIG_B_TOP150,n_signatures,n_negative,n_strong_negative,mean_tau,median_tau,minimum_tau,strong_negative_threshold,consensus_rank,A_TOP150_negative,A_TOP150_strong_negative,B_TOP100_negative,B_TOP100_strong_negative,B_TOP150_negative,B_TOP150_strong_negative,pubchem_cid,pubchem_title,molecular_formula,molecular_weight,canonical_smiles,isomeric_smiles,inchi,inchikey,pubchem_status,compound_classification,classification_reason,regulatory_status,regulatory_source,regulatory_verification_date,has_pubchem_identity,has_structure,multi_signature_negative,strong_cmap_support,downstream_status
573,3,Tier 3 — Partial reversal,2,BRD-K92984783,melperone,0.000000,-62.510780,-53.639404,3,2,0,-38.716728,-53.639404,-62.510780,-90.000000,573,False,False,True,False,True,False,15387.000000,Melperone,C16H22FNO,263.35,CC1CCN(CC1)CCCC(=O)C2=CC=C(C=C2)F,CC1CCN(CC1)CCCC(=O)C2=CC=C(C=C2)F,"InChI=1S/C16H22FNO/c1-13-8-11-18(12-9-13)10-2-3-16(19)14-4-6-15(17)7-5-14/h4-7,13H,2-3,8-12H2,1H3",DKMFBWQBDIGMHM-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW
574,3,Tier 3 — Partial reversal,2,BRD-K13725475,rhodomyrtoxin,0.000000,-58.177826,-53.618755,3,2,0,-37.265527,-53.618755,-58.177826,-90.000000,574,False,False,True,False,True,False,4445621.000000,"3-Methyl-1-[1,3,7,9-tetrahydroxy-2,8-dimethyl-6-(3-methyl-1-oxobutyl)-4-dibenzofuranyl]-1-butanone",C24H28O7,428.5,CC1=C(C2=C(C(=C1O)C(=O)CC(C)C)OC3=C2C(=C(C(=C3C(=O)CC(C)C)O)C)O)O,CC1=C(C2=C(C(=C1O)C(=O)CC(C)C)OC3=C2C(=C(C(=C3C(=O)CC(C)C)O)C)O)O,"InChI=1S/C24H28O7/c1-9(2)7-13(25)15-19(27)11(5)21(29)17-18-22(30)12(6)20(28)16(14(26)8-10(3)4)24(18)31-23(15)17/h9-10,27-30H,7-8H2,1-6H3",DEUFHKWBUJBCRS-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW
575,3,Tier 3 — Partial reversal,2,BRD-K80725821,RS-16566,0.000000,-54.284805,-53.370380,3,2,0,-35.885062,-53.370380,-54.284805,-90.000000,575,False,False,True,False,True,False,6604794.000000,N-[(3R)-1-azabicyclo[2.2.2]octan-3-yl]-6-chloro-1-propan-2-yl-4-benzimidazolecarboxamide,C18H23ClN4O,346.9,CC(C)N1C=NC2=C(C=C(C=C21)Cl)C(=O)NC3CN4CCC3CC4,CC(C)N1C=NC2=C(C=C(C=C21)Cl)C(=O)N[C@H]3CN4CCC3CC4,"InChI=1S/C18H23ClN4O/c1-11(2)23-10-20-17-14(7-13(19)8-16(17)23)18(24)21-15-9-22-5-3-12(15)4-6-22/h7-8,10-12,15H,3-6,9H2,1-2H3,(H,21,24)/t15-/m0/s1",OGXMGJGFLBSEJW-HNNXBMFYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW
576,3,Tier 3 — Partial reversal,2,BRD-K46142322,RS-67333,0.916138,-65.317800,-53.303467,3,2,0,-39.235043,-53.303467,-65.317800,-90.000000,576,False,False,True,False,True,False,183782.000000,1-(4-Amino-5-chloro-2-methoxyphenyl)-3-(1-butyl-4-piperidinyl)-1-propanone,C19H29ClN2O2,352.9,CCCCN1CCC(CC1)CCC(=O)C2=CC(=C(C=C2OC)N)Cl,CCCCN1CCC(CC1)CCC(=O)C2=CC(=C(C=C2OC)N)Cl,"InChI=1S/C19H29ClN2O2/c1-3-4-9-22-10-7-14(8-11-22)5-6-18(23)15-12-16(20)17(21)13-19(15)24-2/h12-14H,3-11,21H2,1-2H3",JBHLYIVFFLNISJ-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW
577,3,Tier 3 — Partial reversal,2,BRD-K15402119,huperzine-a,0.000000,-75.772510,-52.409527,3,2,0,-42.727346,-52.409527,-75.772510,-90.000000,577,False,False,True,False,True,False,854026.000000,Huperzine A,C15H18N2O,242.32,CC=C1C2CC3=C(C1(CC(=C2)C)N)C=CC(=O)N3,C/C=C/1\[C@@H]2CC3=C([C@]1(CC(=C2)C)N)C=CC(=O)N3,"InChI=1S/C15H18N2O/c1-3-11-10-6-9(2)8-15(11,16)12-4-5-14(18)17-13(12)7-10/h3-6,10H,7-8,16H2,1-2H3,(H,17,18)/b11-3+/t10-,15+/m0/s1",ZRJBHWIHUMBLCN-YQEJDHNASA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW
578,3,Tier 3 — Partial reversal,2,BRD-K39746403,erythromycin-estolate,0.000000,-52.312200,-65.405380,3,2,0,-39.239193,-52.312200,-65.405380,-90.000000,578,False,False,True,False,True,False,71277.000000,Erythromycin Propionate,C40H71NO14,790.0,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)OC(=O)CC)(C)O)C)C)O)(C)O,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)OC(=O)CC)(C)O)C)C)O)(C)O,"InChI=1S/C40H71NO14/c1-15-27-40(11,48)33(44)22(5)30(43)20(3)18-38(9,47)35(55-37-32(53-28(42)16-2)26(41(12)13)17-21(4)50-37)23(6)31(24(7)36(46)52-27)54-29-19-39(10,49-14)34(45)25(8)51-29/h20-27,29,31-35,37,44-45,47-48H,15-19H2,1-14H3/t20-,21-,22+,23+,24-,25+,26+,27-,29+,31+,32-,33-,34+,35-,37+,38-,39-,40-/m1/s1",TYQXKHPOXXXCTP-CSLYCKPJSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW
579,3,Tier 3 — Partial reversal,2,BRD-K77641333,naphazoline,0.000000,-55.244522,-52.098797,3,2,0,-35.781106,-52.098797,-55.244522,-90.000000,579,False,False,True,False,True,False,4436.000000,Naphazoline,C14H14N2,210.27,C1CN=C(N1)CC2=CC=CC3=CC=CC=C32,C1CN=C(N1)CC2=CC=CC3=CC=CC=C32,"InChI=1S/C14H14N2/c1-2-7-13-11(4-1)5-3-6-12(13)10-14-15-8-9-16-14/h1-7H,8-10H2,(H,15,16)",CNIIGCLFLJGOGP-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW
580,3,Tier 3 — Partial reversal,2,BRD-K47659338,EMD-386088,0.000000,-51.261566,-52.884872,3,2,0,-34.715479,-51.261566,-52.884872,-90.000000,580,False,False,True,False,True,False,10131112.000000,"5-chloro-2-methyl-3-(1,2,3,6-tetrahydro-4-pyridinyl)-1H-indole",C14H15ClN2,246.73,CC1=C(C2=C(N1)C=CC(=C2)Cl)C3=CCNCC3,CC1=C(C2=C(N1)C=CC(=C2)Cl)C3=CCNCC3,"InChI=1S/C14H15ClN2/c1-9-14(10-4-6-16-7-5-10)12-8-11(15)2-3-13(12)17-9/h2-4,8,16-17H,5-7H2,1H3",BPPGPYJBCVXILI-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW
581,3,Tier 3 — Partial reversal,2,BRD-K20152659,dihomo-gamma-linolenic-acid,3.888171,-52.611137,-50.315240,3,2,0,-33.012735,-50.315240,-52.611137,-90.000000,581,False,False,True,False,True,False,5280581.000000,Dihomo-Gamma-Linolenic Acid,C20H34O2,306.5,CCCCCC=CCC=CCC=CCCCCCCC(=O)O,CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)O,"InChI=1S/C20H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h6-7,9-10,12-13H,2-5,8,11,14-19H2,1H3,(H,21,22)/b7-6-,10-9-,13-12-",HOBAELRKJCKHQD-QNEBEIHSSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW
582,3,Tier 3 — Partial reversal,2,BRD-K36055864,cycloheximide,0.000000,-48.755120,-67.596050,3,2,0,-38.783723,-48.755120,-67.596050,-90.000000,582,False,False,True,False,True,False,6197.000000,Cycloheximide,C15H23NO4,281.35,CC1CC(C(=O)C(C1)C(CC2CC(=O)NC(=O)C2)O)C,C[C@H]1C[C@@H](C(=O)[C@@H](C1)[C@@H](CC2CC(=O)NC(=O)C2)O)C,"InChI=1S/C15H23NO4/c1-8-3-9(2)15(20)11(4-8)12(17)5-10-6-13(18)16-14(19)7-10/h8-12,17H,3-7H2,1-2H3,(H,16,18,19)/t8-,9-,11-,12+/m0/s1",YPHMISFOHDHNIV-FSZOTQKASA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW
583,3,Tier 3 — Partial reversal,2,BRD-K94830329,ataluren,0.000000,-48.346290,-66.523660,3,2,0,-38.289983,-48.346290,-66.523660,-90.000000,583,False,False,True,False,True,False,11219835.000000,Ataluren,C15H9FN2O3,284.24,C1=CC=C(C(=C1)C2=NC(=NO2)C3=CC(=CC=C3)C(=O)O)F,C1=CC=C(C(=C1)C2=NC(=NO2)C3=CC(=CC=C3)C(=O)O)F,"InChI=1S/C15H9FN2O3/c16-12-7-2-1-6-11(12)14-17-13(18-21-14)9-4-3-5-10(8-9)15(19)20/h1-8H,(H,19,20)",OOUGLTULBSNHNF-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW
584,3,Tier 3 — Partial reversal,2,BRD-A04668240,CGP-52432,0.000000,-60.776894,-48.040817,3,2,0,-36.272570,-48.040817,-60.776894,-90.000000,584,False,False,True,False,True,False,132252.000000,Cgp 52432,C15H24Cl2NO4P,384.2,CCOC(OCC)P(=O)(CCCNCC1=CC(=C(C=C1)Cl)Cl)O,CCOC(OCC)P(=O)(CCCNCC1=CC(=C(C=C1)Cl)Cl)O,"InChI=1S/C15H24Cl2NO4P/c1-3-21-15(22-4-2)23(19,20)9-5-8-18-11-12-6-7-13(16)14(17)10-12/h6-7,10,15,18H,3-5,8-9,11H2,1-2H3,(H,19,20)",GJZVQXWEIYRHBE-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW
585,3,Tier 3 — Partial reversal,2,BRD-K40530731,hyoscyamine,0.000000,-60.860374,-47.633030,3,2,0,-36.164468,-47.633030,-60.860374,-90.000000,585,False,False,True,False,True,False,154417.000000,"Benzeneacetic acid, alpha-(hydroxymethyl)-, (3-endo)-8-methyl-8-azabicyclo(3.2.1)oct-3-yl ester, (alphaS)-",C17H23NO3,289.4,CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)[C@H](CO)C3=CC=CC=C3,"InChI=1S/C17H23NO3/c1-18-13-7-8-14(18)10-15(9-13)21-17(20)16(11-19)12-5-3-2-4-6-12/h2-6,13-16,19H,7-11H2,1H3/t13-,14+,15?,16-/m1/s1",RKUNBYITZUJHSG-VFSICIBPSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW
586,3,Tier 3 — Partial reversal,2,BRD-K52620403,STO-609,0.000000,-70.180810,-47.466537,3,2,0,-39.215782,-47.466537,-70.180810,-90.000000,586,False,False,True,False,True,False,3467590.000000,Sto-609,C19H10N2O3,314.3,C1=CC=C2C(=C1)N=C3N2C(=O)C4=CC=CC5=C(C=CC3=C54)C(=O)O,C1=CC=C2C(=C1)N=C3N2C(=O)C4=CC=CC5=C(C=CC3=C54)C(=O)O,"InChI=1S/C19H10N2O3/c22-18-13-5-3-4-10-11(19(23)24)8-9-12(16(10)13)17-20-14-6-1-2-7-15(14)21(17)18/h1-9H,(H,23,24)",MYKOWOGZBMOVBJ-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW
587,3,Tier 3 — Partial reversal,2,BRD-K63915849,AS-604850,0.000000,-47.437893,-68.072800,3,2,0,-38.503564,-47.437893,-68.072800,-90.000000,587,False,False,True,False,True,False,5287855.000000,AS 604850,C11H5F2NO4S,285.23,C1=CC2=C(C=C1C=C3C(=O)NC(=O)S3)OC(O2)(F)F,C1=CC2=C(C=C1/C=C\3/C(=O)NC(=O)S3)OC(O2)(F)F,"InChI=1S/C11H5F2NO4S/c12-11(13)17-6-2-1-5(3-7(6)18-11)4-8-9(15)14-10(16)19-8/h1-4H,(H,14,15,16)/b8-4-",SRLVNYDXMUGOFI-YWEYNIOJSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW
588,3,Tier 3 — Partial reversal,2,BRD-A01787639,naftopidil,0.000000,-62.313675,-47.100410,3,2,0,-36.471362,-47.100410,-62.313675,-90.000000,588,False,False,True,False,True,False,4418.000000,Naftopidil,C24H28N2O3,392.5,COC1=CC=CC=C1N2CCN(CC2)CC(COC3=CC=CC4=CC=CC=C43)O,COC1=CC=CC=C1N2CCN(CC2)CC(COC3=CC=CC4=CC=CC=C43)O,"InChI=1S/C24H28N2O3/c1-28-24-11-5-4-10-22(24)26-15-13-25(14-16-26)17-20(27)18-29-23-12-6-8-19-7-2-3-9-21(19)23/h2-12,20,27H,13-18H2,1H3",HRRBJVNMSRJFHQ-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW
589,3,Tier 3 — Partial reversal,2,BRD-K47943470,tyrphostin-51,0.000000,-46.910660,-46.952750,3,2,0,-31.287803,-46.910660,-46.952750,-90.000000,589,False,False,True,False,True,False,5328807.000000,Tyrphostin 51,C13H8N4O3,268.23,C1=C(C=C(C(=C1O)O)O)C=C(C#N)C(=C(C#N)C#N)N,C1=C(C=C(C(=C1O)O)O)/C=C(\C#N)/C(=C(C#N)C#N)N,"InChI=1S/C13H8N4O3/c14-4-8(12(17)9(5-15)6-16)1-7-2-10(18)13(20)11(19)3-7/h1-3,18-20H,17H2/b8-1+",JKNOYWVMHPMBEL-UNXLUWIOSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW
590,3,Tier 3 — Partial reversal,2,BRD-K98426715,tubacin,0.000000,-46.549140,-61.754417,3,2,0,-36.101186,-46.549140,-61.754417,-90.000000,590,False,False,True,False,True,False,6675804.000000,Tubacin,C41H43N3O7S,721.9,C1C(OC(OC1C2=CC=C(C=C2)CO)C3=CC=C(C=C3)NC(=O)CCCCCCC(=O)NO)CSC4=NC(=C(O4)C5=CC=CC=C5)C6=CC=CC=C6,C1[C@@H](O[C@@H](O[C@@H]1C2=CC=C(C=C2)CO)C3=CC=C(C=C3)NC(=O)CCCCCCC(=O)NO)CSC4=NC(=C(O4)C5=CC=CC=C5)C6=CC=CC=C6,"InChI=1S/C41H43N3O7S/c45-26-28-17-19-29(20-18-28)35-25-34(27-52-41-43-38(30-11-5-3-6-12-30)39(51-41)31-13-7-4-8-14-31)49-40(50-35)32-21-23-33(24-22-32)42-36(46)15-9-1-2-10-16-37(47)44-48/h3-8,11-14,17-24,34-35,40,45,48H,1-2,9-10,15-16,25-27H2,(H,42,46)(H,44,47)/t34-,35+,40+/m1/s1",BHUZLJOUHMBZQY-YXQOSMAKSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW
591,3,Tier 3 — Partial reversal,2,BRD-K57886322,fluocinonide,14.823251,-46.389793,-56.893670,3,2,0,-29.486737,-46.389793,-56.893670,-90.000000,591,False,False,True,False,True,False,9642.000000,Fluocinonide,C26H32F2O7,494.5,CC(=O)OCC(=O)C12C(CC3C1(CC(C4(C3CC(C5=CC(=O)C=CC54C)F)F)O)C)OC(O2)(C)C,CC(=O)OCC(=O)[C@@]12[C@@H](C[C@@H]3[C@@]1(C[C@@H]([C@]4([C@H]3C[C@@H](C5=CC(=O)C=C[C@@]54C)F)F)O)C)OC(O2)(C)C,"InChI=1S/C26H32F2O7/c1-13(29)33-12-20(32)26-21(34-22(2,3)35-26)10-15-16-9-18(27)17-8-14(30)6-7-23(17,4)25(16,28)19(31)11-24(15,26)5/h6-8,15-16,18-19,21,31H,9-12H2,1-5H3/t15-,16-,18-,19-,21+,23-,24-,25-,26+/m0/s1",WJOHZNCJWYWUJD-IUGZLZTKSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW
592,3,Tier 3 — Partial reversal,2,BRD-K33204703,AG-370,0.000000,-46.256927,-52.133236,3,2,0,-32.796721,-46.256927,-52.133236,-90.000000,592,False,False,True,False,True,False,5328748.000000,"(3Z)-2-amino-4-(1H-indol-5-yl)buta-1,3-diene-1,1,3-tricarbonitrile",C15H9N5,259.27,C1=CC2=C(C=CN2)C=C1C=C(C#N)C(=C(C#N)C#N)N,C1=CC2=C(C=CN2)C=C1/C=C(\C#N)/C(=C(C#N)C#N)N,"InChI=1S/C15H9N5/c16-7-12(15(19)13(8-17)9-18)6-10-1-2-14-11(5-10)3-4-20-14/h1-6,20H,19H2/b12-6+",CMMDWEJTQUTCKG-WUXMJOGZSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW
593,3,Tier 3 — Partial reversal,2,BRD-A37817666,picrotoxin,0.000000,-64.130390,-46.148685,3,2,0,-36.759692,-46.148685,-64.130390,-90.000000,593,False,False,True,False,True,False,31304.000000,Picrotoxin,C30H34O13,602.6,CC(=C)C1C2C3C4(C(C1C(=O)O2)(CC5C4(O5)C(=O)O3)O)C.CC12C3C4C(C(C1(CC5C2(O5)C(=O)O3)O)C(=O)O4)C(C)(C)O,CC(=C)[C@@H]1C2[C@@H]3[C@@]4([C@](C1C(=O)O2)(CC5[C@]4(O5)C(=O)O3)O)C.C[C@@]12[C@H]3C4[C@H](C([C@@]1(C[C@@H]5[C@]2(O5)C(=O)O3)O)C(=O)O4)C(C)(C)O,"InChI=1S/C15H18O7.C15H16O6/c1-12(2,18)6-7-10(16)20-8(6)9-13(3)14(7,19)4-5-15(13,22-5)11(17)21-9;1-5(2)7-8-11(16)19-9(7)10-13(3)14(8,18)4-6-15(13,21-6)12(17)20-10/h5-9,18-19H,4H2,1-3H3;6-10,18H,1,4H2,2-3H3/t5-,6+,7?,8?,9-,13-,14-,15+;6?,7-,8?,9?,10+,13+,14+,15-/m10/s1",VJKUPQSHOVKBCO-ZTYBEOBUSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW
594,3,Tier 3 — Partial reversal,2,BRD-K01649396,indatraline,36.006220,-46.112965,-46.786606,3,2,0,-18.964450,-46.112965,-46.786606,-90.000000,594,False,False,True,False,True,False,126280.000000,Indatraline,C16H15Cl2N,292.2,CNC1CC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl,CN[C@@H]1C[C@H](C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl,"InChI=1S/C16H15Cl2N/c1-19-16-9-13(11-4-2-3-5-12(11)16)10-6-7-14(17)15(18)8-10/h2-8,13,16,19H,9H2,1H3/t13-,16+/m0/s1",SVFXPTLYMIXFRX-XJKSGUPXSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW
595,3,Tier 3 — Partial reversal,2,BRD-K08806317,timolol,0.000000,-45.919903,-47.864900,3,2,0,-31.261601,-45.919903,-47.864900,-90.000000,595,False,False,True,False,True,False,33624.000000,Timolol,C13H24N4O3S,316.42,CC(C)(C)NCC(COC1=NSN=C1N2CCOCC2)O,CC(C)(C)NC[C@@H](COC1=NSN=C1N2CCOCC2)O,"InChI=1S/C13H24N4O3S/c1-13(2,3)14-8-10(18)9-20-12-11(15-21-16-12)17-4-6-19-7-5-17/h10,14,18H,4-9H2,1-3H3/t10-/m0/s1",BLJRIMJGRPQVNF-JTQLQIEISA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW
596,3,Tier 3 — Partial reversal,2,BRD-A59808129,guggulsterone,0.000000,-45.736454,-65.756200,3,2,0,-37.164218,-45.736454,-65.756200,-90.000000,596,False,False,True,False,True,False,6450278.000000,Guggulsterone,C21H28O2,312.4,CC=C1C(=O)CC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,C/C=C/1\C(=O)C[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,"InChI=1S/C21H28O2/c1-4-16-19(23)12-18-15-6-5-13-11-14(22)7-9-20(13,2)17(15)8-10-21(16,18)3/h4,11,15,17-18H,5-10,12H2,1-3H3/b16-4+/t15-,17+,18+,20+,21-/m1/s1",WDXRGPWQVHZTQJ-OSJVMJFVSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW
597,3,Tier 3 — Partial reversal,2,BRD-K00824317,fludroxycortide,0.000000,-45.678276,-68.371895,3,2,0,-38.016724,-45.678276,-68.371895,-90.000000,597,False,False,True,False,True,False,15209.000000,Flurandrenolide,C24H33FO6,436.5,CC1(OC2CC3C4CC(C5=CC(=O)CCC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C)F)C,C[C@]12CCC(=O)C=C1[C@H](C[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3C[C@@H]5[C@]4(OC(O5)(C)C)C(=O)CO)C)O)F,"InChI=1S/C24H33FO6/c1-21(2)30-19-9-14-13-8-16(25)15-7-12(27)5-6-22(15,3)20(13)17(28)10-23(14,4)24(19,31-21)18(29)11-26/h7,13-14,16-17,19-20,26,28H,5-6,8-11H2,1-4H3/t13-,14-,16-,17-,19+,20+,22-,23-,24+/m0/s1",POPFMWWJOGLOIF-XWCQMRHXSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW
598,3,Tier 3 — Partial reversal,2,BRD-A76019558,ketoconazole,14.486939,-45.663555,-51.068428,3,2,0,-27.415015,-45.663555,-51.068428,-90.000000,598,False,False,True,False,True,False,47576.000000,Ketoconazole,C26H28Cl2N4O4,531.4,CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OC[C@@H]3CO[C@@](O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,"InChI=1S/C26H28Cl2N4O4/c1-19(33)31-10-12-32(13-11-31)21-3-5-22(6-4-21)34-15-23-16-35-26(36-23,17-30-9-8-29-18-30)24-7-2-20(27)14-25(24)28/h2-9,14,18,23H,10-13,15-17H2,1H3/t23-,26-/m1/s1",XMAYWYJOQHXEEK-ZEQKJWHPSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW
600,3,Tier 3 — Partial reversal,2,BRD-K57930253,nitrazepam,0.000000,-81.476900,-45.404686,3,2,0,-42.293862,-45.404686,-81.476900,-90.000000,600,False,False,True,False,True,False,4506.000000,Nitrazepam,C15H11N3O3,281.27,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3,"InChI=1S/C15H11N3O3/c19-14-9-16-15(10-4-2-1-3-5-10)12-8-11(18(20)21)6-7-13(12)17-14/h1-8H,9H2,(H,17,19)",KJONHKAYOJNZEC-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW
601,3,Tier 3 — Partial reversal,2,BRD-K40892394,AR-C133057XX,0.000000,-71.732864,-45.367820,3,2,0,-39.033561,-45.367820,-71.732864,-90.000000,601,False,False,True,False,True,False,9797857.000000,4-((4-((4-Methoxypyridin-2-yl)amino)piperidin-1-yl)carbonyl)benzonitrile,C19H20N4O2,336.4,COC1=CC(=NC=C1)NC2CCN(CC2)C(=O)C3=CC=C(C=C3)C#N,COC1=CC(=NC=C1)NC2CCN(CC2)C(=O)C3=CC=C(C=C3)C#N,"InChI=1S/C19H20N4O2/c1-25-17-6-9-21-18(12-17)22-16-7-10-23(11-8-16)19(24)15-4-2-14(13-20)3-5-15/h2-6,9,12,16H,7-8,10-11H2,1H3,(H,21,22)",SZUVGMCKKLJAFX-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW
602,3,Tier 3 — Partial reversal,2,BRD-K32977963,eugenol,3.840733,-44.932730,-61.269627,3,2,0,-34.120541,-44.932730,-61.269627,-90.000000,602,False,False,True,False,True,False,3314.000000,Eugenol,C10H12O2,164.20,COC1=C(C=CC(=C1)CC=C)O,COC1=C(C=CC(=C1)CC=C)O,"InChI=1S/C10H12O2/c1-3-4-8-5-6-9(11)10(7-8)12-2/h3,5-7,11H,1,4H2,2H3",RRAFCDWBNXTKKO-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW
