priority_rank,priority_tier_number,priority_tier,cross_signature_consistency_score,pert_id,pert_iname,ATLAS_SIG_A_TOP150,ATLAS_SIG_B_TOP100,ATLAS_SIG_B_TOP150,n_signatures,n_negative,n_strong_negative,mean_tau,median_tau,minimum_tau,strong_negative_threshold,consensus_rank,A_TOP150_negative,A_TOP150_strong_negative,B_TOP100_negative,B_TOP100_strong_negative,B_TOP150_negative,B_TOP150_strong_negative,pubchem_cid,pubchem_title,molecular_formula,molecular_weight,canonical_smiles,isomeric_smiles,inchi,inchikey,pubchem_status,compound_classification,classification_reason,regulatory_status,regulatory_source,regulatory_verification_date,has_pubchem_identity,has_structure,multi_signature_negative,strong_cmap_support,downstream_status,fda_application_record_found,fda_label_record_found,clinical_trial_record_found,regulatory_evidence_category,clinical_evidence_level,manual_regulatory_review_required,canonical_smiles_pubchem,isomeric_smiles_pubchem,inchikey_pubchem,molecular_formula_pubchem,pubchem_assay_rows_n,pubchem_active_assay_n,pubchem_inactive_assay_n,pubchem_inconclusive_assay_n,pubchem_interpretable_assay_n,pubchem_active_fraction,cytotoxicity_keyword_assay_n,cytotoxicity_keyword_active_n,active_target_gene_ids,active_target_accessions,pubchem_safety_annotation_found,hazard_statement_codes,severe_hazard_codes,high_concern_hazard_text_flag,pubchem_safety_annotation_text_chars,pains_evaluated,pains_flag,pains_filter_matches,safety_risk_score,safety_evidence_layers_n,safety_data_completeness,hard_safety_flag,translational_nonclinical_flag,safety_screening_recommendation,safety_screening_reasons
71,2,Tier 2 — Consistent reversal,3,BRD-K08996725,zolantidine,-0.493305,-54.92739,-74.507706,3,3,0,-43.309467,-54.92739,-74.507706,-90.0,81,True,False,True,False,True,False,91769,N-(3-(3-(1-Piperidinylmethyl)phenoxy)propyl)-2-benzothiazolamine,C22H27N3OS,381.5,C1CCN(CC1)CC2=CC(=CC=C2)OCCCNC3=NC4=CC=CC=C4S3,C1CCN(CC1)CC2=CC(=CC=C2)OCCCNC3=NC4=CC=CC=C4S3,"InChI=1S/C22H27N3OS/c1-4-13-25(14-5-1)17-18-8-6-9-19(16-18)26-15-7-12-23-22-24-20-10-2-3-11-21(20)27-22/h2-3,6,8-11,16H,1,4-5,7,12-15,17H2,(H,23,24)",KUBONGDXTUOOLM-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,False,NO_US_REGULATORY_OR_TRIAL_EVIDENCE_FOUND,UNRESOLVED,True,C1CCN(CC1)CC2=CC(=CC=C2)OCCCNC3=NC4=CC=CC=C4S3,C1CCN(CC1)CC2=CC(=CC=C2)OCCCNC3=NC4=CC=CC=C4S3,KUBONGDXTUOOLM-UHFFFAOYSA-N,C22H27N3OS,431.0,32.0,332.0,53.0,364.0,0.0879120879120879,6.0,1.0,1544.0 | 1565.0 | 1576.0 | 2475.0 | 25229.0 | 2593.0 | 27232.0 | 3176.0 | 4837.0 | 5409.0,AAI07878 | B45705 | NP_000097 | NP_000752 | NP_001020332 | NP_004949 | NP_059488 | NP_542951 | NP_652928 | P11086 | P21964 | P40261 | P50135 | Q14353 | Q14749,False,,,False,0,True,False,,2,3,GOOD,False,False,CAUTION_MANUAL_REVIEW,active cytotoxicity/viability assay signal | elevated PubChem assay promiscuity
129,2,Tier 2 — Consistent reversal,3,BRD-K56509348,BMS-182874,-4.455877,-45.299522,-40.85988,3,3,0,-30.205093,-40.85988,-45.299522,-90.0,139,True,False,True,False,True,False,122272,Bms 182874,C17H19N3O3S,345.4,CC1=C(ON=C1C)NS(=O)(=O)C2=CC=CC3=C2C=CC=C3N(C)C,CC1=C(ON=C1C)NS(=O)(=O)C2=CC=CC3=C2C=CC=C3N(C)C,"InChI=1S/C17H19N3O3S/c1-11-12(2)18-23-17(11)19-24(21,22)16-10-6-7-13-14(16)8-5-9-15(13)20(3)4/h5-10,19H,1-4H3",MJRGSRRZKSJHOE-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,False,NO_US_REGULATORY_OR_TRIAL_EVIDENCE_FOUND,UNRESOLVED,True,CC1=C(ON=C1C)NS(=O)(=O)C2=CC=CC3=C2C=CC=C3N(C)C,CC1=C(ON=C1C)NS(=O)(=O)C2=CC=CC3=C2C=CC=C3N(C)C,MJRGSRRZKSJHOE-UHFFFAOYSA-N,C17H19N3O3S,158.0,23.0,93.0,23.0,116.0,0.1982758620689655,1.0,0.0,1559.0 | 1909.0 | 24326.0 | 7421.0,2O23_A | 2O23_B | AAG24257 | NP_000762 | NP_001017535 | P25101 | P26684,False,,,False,0,True,False,,2,3,GOOD,False,False,CAUTION_MANUAL_REVIEW,moderate PubChem assay promiscuity
3,1,Tier 1 — Strong consensus,5,BRD-K89687904,PKCbeta-inhibitor,-24.4503,-90.70964,-97.77263,3,3,2,-70.977523,-90.70964,-97.77263,-90.0,3,True,False,True,True,True,True,6419755,PKCbeta Inhibitor,C24H21N5O2,411.5,C1=CC=C(C=C1)NC2=C(C(=O)NC2=O)C3=CN(C4=CC=CC=C43)CCCN5C=CN=C5,C1=CC=C(C=C1)NC2=C(C(=O)NC2=O)C3=CN(C4=CC=CC=C43)CCCN5C=CN=C5,"InChI=1S/C24H21N5O2/c30-23-21(22(24(31)27-23)26-17-7-2-1-3-8-17)19-15-29(20-10-5-4-9-18(19)20)13-6-12-28-14-11-25-16-28/h1-5,7-11,14-16H,6,12-13H2,(H2,26,27,30,31)",KIWODJBCHRADND-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,True,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,False,NO_US_REGULATORY_OR_TRIAL_EVIDENCE_FOUND,UNRESOLVED,True,C1=CC=C(C=C1)NC2=C(C(=O)NC2=O)C3=CN(C4=CC=CC=C43)CCCN5C=CN=C5,C1=CC=C(C=C1)NC2=C(C(=O)NC2=O)C3=CN(C4=CC=CC=C43)CCCN5C=CN=C5,KIWODJBCHRADND-UHFFFAOYSA-N,C24H21N5O2,596.0,17.0,5.0,1.0,22.0,0.7727272727272727,0.0,0.0,1195.0 | 3718.0 | 5292.0 | 5578.0 | 5579.0 | 5581.0 | 7297.0 | 9748.0,NP_002639 | NP_055535 | NP_997700 | O60674 | P05771 | P17252 | P23458 | P29597 | P49759 | P52333 | Q02156,False,,,False,0,True,False,,3,3,GOOD,False,False,CAUTION_MANUAL_REVIEW,high PubChem assay promiscuity
15,2,Tier 2 — Consistent reversal,4,BRD-A30977374,nifedipine,-7.082452,-63.485985,-92.370224,3,3,1,-54.312887,-63.485985,-92.370224,-90.0,15,True,False,True,False,True,True,4485,Nifedipine,C17H18N2O6,346.3,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,"InChI=1S/C17H18N2O6/c1-9-13(16(20)24-3)15(14(10(2)18-9)17(21)25-4)11-7-5-6-8-12(11)19(22)23/h5-8,15,18H,1-4H3",HYIMSNHJOBLJNT-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,True,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,True,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,HYIMSNHJOBLJNT-UHFFFAOYSA-N,C17H18N2O6,,,,,,,,,,,True,H302 | H361,,True,33187,True,False,,3,2,LIMITED,True,False,CAUTION_MANUAL_REVIEW,high-concern PubChem safety annotation text
28,2,Tier 2 — Consistent reversal,3,BRD-A36010170,amcinonide,-4.827343,-74.5706,-80.699104,3,3,0,-53.365682,-74.5706,-80.699104,-90.0,38,True,False,True,False,True,False,443958,Amcinonide,C28H35FO7,502.6,CC(=O)OCC(=O)C12C(CC3C1(CC(C4(C3CCC5=CC(=O)C=CC54C)F)O)C)OC6(O2)CCCC6,CC(=O)OCC(=O)[C@@]12[C@@H](C[C@@H]3[C@@]1(C[C@@H]([C@]4([C@H]3CCC5=CC(=O)C=C[C@@]54C)F)O)C)OC6(O2)CCCC6,"InChI=1S/C28H35FO7/c1-16(30)34-15-22(33)28-23(35-26(36-28)9-4-5-10-26)13-20-19-7-6-17-12-18(31)8-11-24(17,2)27(19,29)21(32)14-25(20,28)3/h8,11-12,19-21,23,32H,4-7,9-10,13-15H2,1-3H3/t19-,20-,21-,23+,24-,25-,27-,28+/m0/s1",ILKJAFIWWBXGDU-MOGDOJJUSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,False,NO_US_REGULATORY_OR_TRIAL_EVIDENCE_FOUND,UNRESOLVED,True,CC(=O)OCC(=O)C12C(CC3C1(CC(C4(C3CCC5=CC(=O)C=CC54C)F)O)C)OC6(O2)CCCC6,CC(=O)OCC(=O)[C@@]12[C@@H](C[C@@H]3[C@@]1(C[C@@H]([C@]4([C@H]3CCC5=CC(=O)C=C[C@@]54C)F)O)C)OC6(O2)CCCC6,ILKJAFIWWBXGDU-MOGDOJJUSA-N,C28H35FO7,,,,,,,,,,,True,H361 | H373,,True,5682,True,False,,3,2,LIMITED,True,False,CAUTION_MANUAL_REVIEW,high-concern PubChem safety annotation text
36,2,Tier 2 — Consistent reversal,3,BRD-K16508793,diazepam,-18.38874,-68.46609,-76.20201,3,3,0,-54.35228,-68.46609,-76.20201,-90.0,46,True,False,True,False,True,False,3016,Diazepam,C16H13ClN2O,284.74,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,"InChI=1S/C16H13ClN2O/c1-19-14-8-7-12(17)9-13(14)16(18-10-15(19)20)11-5-3-2-4-6-11/h2-9H,10H2,1H3",AAOVKJBEBIDNHE-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,True,True,FDA_LABEL_EVIDENCE_FOUND,MODERATE_REGULATORY_EVIDENCE,True,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,AAOVKJBEBIDNHE-UHFFFAOYSA-N,C16H13ClN2O,,,,,,,,,,,True,H301 | H311,H301 | H311,True,49990,True,False,,3,2,LIMITED,True,False,CAUTION_MANUAL_REVIEW,"acute-toxicity GHS annotation H301,H311"
44,2,Tier 2 — Consistent reversal,3,BRD-K82143716,flucytosine,-62.447453,-1.303735,-83.53966,3,3,0,-49.096949,-62.447453,-83.53966,-90.0,54,True,False,True,False,True,False,3366,Flucytosine,C4H4FN3O,129.09,C1=NC(=O)NC(=C1F)N,C1=NC(=O)NC(=C1F)N,"InChI=1S/C4H4FN3O/c5-2-1-7-4(9)8-3(2)6/h1H,(H3,6,7,8,9)",XRECTZIEBJDKEO-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,True,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,C1=NC(=O)NC(=C1F)N,C1=NC(=O)NC(=C1F)N,XRECTZIEBJDKEO-UHFFFAOYSA-N,C4H4FN3O,,,,,,,,,,,True,H361,,True,32586,True,False,,3,2,LIMITED,True,False,CAUTION_MANUAL_REVIEW,high-concern PubChem safety annotation text
74,2,Tier 2 — Consistent reversal,3,BRD-A77349281,RK-682,-14.212652,-63.022438,-54.574436,3,3,0,-43.936509,-54.574436,-63.022438,-90.0,84,True,False,True,False,True,False,54678922,(5R)-3-Hexadecanoyl-4-hydroxy-5-(hydroxymethyl)furan-2(5H)-one,C21H36O5,368.5,CCCCCCCCCCCCCCCC(=O)C1=C(C(OC1=O)CO)O,CCCCCCCCCCCCCCCC(=O)C1=C([C@H](OC1=O)CO)O,"InChI=1S/C21H36O5/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-17(23)19-20(24)18(16-22)26-21(19)25/h18,22,24H,2-16H2,1H3/t18-/m1/s1",KZTSLHQKWLYYAC-GOSISDBHSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,False,NO_US_REGULATORY_OR_TRIAL_EVIDENCE_FOUND,UNRESOLVED,True,CCCCCCCCCCCCCCCC(=O)C1=C(C(OC1=O)CO)O,CCCCCCCCCCCCCCCC(=O)C1=C([C@H](OC1=O)CO)O,KZTSLHQKWLYYAC-GOSISDBHSA-N,C21H36O5,40.0,23.0,0.0,3.0,23.0,1.0,0.0,0.0,5770.0 | 5771.0,P17706 | P18031 | P30306,False,,,False,0,True,False,,3,3,GOOD,False,False,CAUTION_MANUAL_REVIEW,high PubChem assay promiscuity
75,2,Tier 2 — Consistent reversal,3,BRD-K01638814,rilmenidine,-22.415075,-53.919815,-65.84115,3,3,0,-47.392013,-53.919815,-65.84115,-90.0,85,True,False,True,False,True,False,68712,Rilmenidine,C10H16N2O,180.25,C1CC1C(C2CC2)NC3=NCCO3,C1CC1C(C2CC2)NC3=NCCO3,"InChI=1S/C10H16N2O/c1-2-7(1)9(8-3-4-8)12-10-11-5-6-13-10/h7-9H,1-6H2,(H,11,12)",CQXADFVORZEARL-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,True,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,C1CC1C(C2CC2)NC3=NCCO3,C1CC1C(C2CC2)NC3=NCCO3,CQXADFVORZEARL-UHFFFAOYSA-N,C10H16N2O,1431.0,60.0,1163.0,114.0,1223.0,0.0490596892886345,195.0,3.0,11188.0 | 148.0 | 150.0 | 151.0 | 152.0 | 1565.0 | 1576.0 | 24831.0 | 2908.0 | 306255.0 | 4128.0 | 4129.0 | 4986.0,ADP91253 | ANW61984 | B45705 | NP_000097 | NP_001020332 | NP_001257783 | NP_059488 | P08913 | P18089 | P18825 | P21397 | P27338 | P35348 | P41145 | Q4G017 | Q9Y2I1,False,,,False,0,True,False,,3,3,GOOD,False,False,CAUTION_MANUAL_REVIEW,repeated active cytotoxicity/viability assays
77,2,Tier 2 — Consistent reversal,3,BRD-K04170657,psoromic-acid,-29.686283,-55.383244,-53.66938,3,3,0,-46.246302,-53.66938,-55.383244,-90.0,87,True,False,True,False,True,False,23725,Psoromic Acid,C18H14O8,358.3,CC1=CC(=C(C2=C1C(=O)OC3=C(O2)C(=CC(=C3C)OC)C(=O)O)C=O)O,CC1=CC(=C(C2=C1C(=O)OC3=C(O2)C(=CC(=C3C)OC)C(=O)O)C=O)O,"InChI=1S/C18H14O8/c1-7-4-11(20)10(6-19)15-13(7)18(23)26-14-8(2)12(24-3)5-9(17(21)22)16(14)25-15/h4-6,20H,1-3H3,(H,21,22)",FUCWJKJZOHOLEO-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,False,NO_US_REGULATORY_OR_TRIAL_EVIDENCE_FOUND,UNRESOLVED,True,CC1=CC(=C(C2=C1C(=O)OC3=C(O2)C(=CC(=C3C)OC)C(=O)O)C=O)O,CC1=CC(=C(C2=C1C(=O)OC3=C(O2)C(=CC(=C3C)OC)C(=O)O)C=O)O,FUCWJKJZOHOLEO-UHFFFAOYSA-N,C18H14O8,505.0,13.0,458.0,5.0,471.0,0.0276008492569002,13.0,2.0,11168.0 | 2671.0 | 2744.0 | 5888.0 | 811941.0,AAC83551 | AAF25870 | AAH38507 | CAG38796 | NP_005253 | Q7ZJM1 | XP_001348533,False,,,False,0,True,False,,3,3,GOOD,False,False,CAUTION_MANUAL_REVIEW,repeated active cytotoxicity/viability assays
78,2,Tier 2 — Consistent reversal,3,BRD-K09991945,GSK-3-inhibitor-II,-13.116282,-56.040085,-53.212753,3,3,0,-40.789707,-53.212753,-56.040085,-90.0,88,True,False,True,False,True,False,6539732,GSK-3 Inhibitor II,C14H10IN3OS,395.22,C1=CC(=CC(=C1)I)CSC2=NN=C(O2)C3=CC=NC=C3,C1=CC(=CC(=C1)I)CSC2=NN=C(O2)C3=CC=NC=C3,"InChI=1S/C14H10IN3OS/c15-12-3-1-2-10(8-12)9-20-14-18-17-13(19-14)11-4-6-16-7-5-11/h1-8H,9H2",ZRHRPGSSSVYBRG-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,True,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,C1=CC(=CC(=C1)I)CSC2=NN=C(O2)C3=CC=NC=C3,C1=CC(=CC(=C1)I)CSC2=NN=C(O2)C3=CC=NC=C3,ZRHRPGSSSVYBRG-UHFFFAOYSA-N,C14H10IN3OS,646.0,21.0,44.0,0.0,65.0,0.3230769230769231,1.0,0.0,2669.0 | 2931.0 | 2932.0,NP_001139628 | NP_005252 | O95067 | P06493 | P14635 | P49840 | P49841 | Q8WWL7,False,,,False,0,True,False,,3,3,GOOD,False,False,CAUTION_MANUAL_REVIEW,high PubChem assay promiscuity
82,2,Tier 2 — Consistent reversal,3,BRD-K08924299,palonosetron,-30.217133,-57.43039,-52.88507,3,3,0,-46.844198,-52.88507,-57.43039,-90.0,92,True,False,True,False,True,False,6337614,Palonosetron,C19H24N2O,296.4,C1CC2CN(C(=O)C3=CC=CC(=C23)C1)C4CN5CCC4CC5,C1C[C@@H]2CN(C(=O)C3=CC=CC(=C23)C1)[C@@H]4CN5CCC4CC5,"InChI=1S/C19H24N2O/c22-19-16-6-2-4-14-3-1-5-15(18(14)16)11-21(19)17-12-20-9-7-13(17)8-10-20/h2,4,6,13,15,17H,1,3,5,7-12H2/t15-,17-/m1/s1",CPZBLNMUGSZIPR-NVXWUHKLSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,True,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,C1CC2CN(C(=O)C3=CC=CC(=C23)C1)C4CN5CCC4CC5,C1C[C@@H]2CN(C(=O)C3=CC=CC(=C23)C1)[C@@H]4CN5CCC4CC5,CPZBLNMUGSZIPR-NVXWUHKLSA-N,C19H24N2O,153.0,45.0,7.0,0.0,52.0,0.8653846153846154,2.0,0.0,152.0 | 3269.0 | 3359.0 | 3757.0 | 6532.0 | 9177.0,O95264 | P18825 | P31645 | P35367 | P46098 | Q12809,False,,,False,0,True,False,,3,3,GOOD,False,False,CAUTION_MANUAL_REVIEW,high PubChem assay promiscuity
94,2,Tier 2 — Consistent reversal,3,BRD-A30815329,felodipine,-8.23768,-76.98053,-48.651047,3,3,0,-44.623086,-48.651047,-76.98053,-90.0,104,True,False,True,False,True,False,3333,Felodipine,C18H19Cl2NO4,384.2,CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C,CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C,"InChI=1S/C18H19Cl2NO4/c1-5-25-18(23)14-10(3)21-9(2)13(17(22)24-4)15(14)11-7-6-8-12(19)16(11)20/h6-8,15,21H,5H2,1-4H3",RZTAMFZIAATZDJ-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,True,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C,CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C,RZTAMFZIAATZDJ-UHFFFAOYSA-N,C18H19Cl2NO4,,,,,,,,,,,True,H302 | H361 | H373 | H410,,True,6912,True,False,,3,2,LIMITED,True,False,CAUTION_MANUAL_REVIEW,high-concern PubChem safety annotation text
97,2,Tier 2 — Consistent reversal,3,BRD-K55034111,pefloxacin,-7.658445,-48.287518,-68.91559,3,3,0,-41.620518,-48.287518,-68.91559,-90.0,107,True,False,True,False,True,False,51081,Pefloxacin,C17H20FN3O3,333.36,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCN(CC3)C)F)C(=O)O,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCN(CC3)C)F)C(=O)O,"InChI=1S/C17H20FN3O3/c1-3-20-10-12(17(23)24)16(22)11-8-13(18)15(9-14(11)20)21-6-4-19(2)5-7-21/h8-10H,3-7H2,1-2H3,(H,23,24)",FHFYDNQZQSQIAI-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,True,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCN(CC3)C)F)C(=O)O,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCN(CC3)C)F)C(=O)O,FHFYDNQZQSQIAI-UHFFFAOYSA-N,C17H20FN3O3,925.0,19.0,262.0,36.0,281.0,0.0676156583629893,74.0,4.0,1814.0 | 6850.0,AAF95916 | NP_371243 | P35462 | P43405,True,H302 | H315 | H319 | H335,,False,7065,True,False,,3,4,GOOD,False,False,CAUTION_MANUAL_REVIEW,repeated active cytotoxicity/viability assays
104,2,Tier 2 — Consistent reversal,3,BRD-K06234293,LY-364947,-27.714294,-47.234467,-57.26573,3,3,0,-44.071497,-47.234467,-57.26573,-90.0,114,True,False,True,False,True,False,447966,Ly-364947,C17H12N4,272.3,C1=CC=C2C(=C1)C(=CC=N2)C3=C(NN=C3)C4=CC=CC=N4,C1=CC=C2C(=C1)C(=CC=N2)C3=C(NN=C3)C4=CC=CC=N4,"InChI=1S/C17H12N4/c1-2-6-15-13(5-1)12(8-10-19-15)14-11-20-21-17(14)16-7-3-4-9-18-16/h1-11H,(H,20,21)",IBCXZJCWDGCXQT-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,False,NO_US_REGULATORY_OR_TRIAL_EVIDENCE_FOUND,UNRESOLVED,True,C1=CC=C2C(=C1)C(=CC=N2)C3=C(NN=C3)C4=CC=CC=N4,C1=CC=C2C(=C1)C(=CC=N2)C3=C(NN=C3)C4=CC=CC=N4,IBCXZJCWDGCXQT-UHFFFAOYSA-N,C17H12N4,,,,,,,,,,,True,H301 | H315 | H319 | H335 | H400,H301,True,7697,True,False,,3,2,LIMITED,True,False,CAUTION_MANUAL_REVIEW,acute-toxicity GHS annotation H301
113,2,Tier 2 — Consistent reversal,3,BRD-K99260425,etodolac,-5.069735,-44.321022,-85.11563,3,3,0,-44.835462,-44.321022,-85.11563,-90.0,123,True,False,True,False,True,False,3308,Etodolac,C17H21NO3,287.35,CCC1=C2C(=CC=C1)C3=C(N2)C(OCC3)(CC)CC(=O)O,CCC1=C2C(=CC=C1)C3=C(N2)C(OCC3)(CC)CC(=O)O,"InChI=1S/C17H21NO3/c1-3-11-6-5-7-12-13-8-9-21-17(4-2,10-14(19)20)16(13)18-15(11)12/h5-7,18H,3-4,8-10H2,1-2H3,(H,19,20)",NNYBQONXHNTVIJ-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,True,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,CCC1=C2C(=CC=C1)C3=C(N2)C(OCC3)(CC)CC(=O)O,CCC1=C2C(=CC=C1)C3=C(N2)C(OCC3)(CC)CC(=O)O,NNYBQONXHNTVIJ-UHFFFAOYSA-N,C17H21NO3,,,,,,,,,,,True,H301 | H319 | H361,H301,True,9062,True,False,,3,2,LIMITED,True,False,CAUTION_MANUAL_REVIEW,acute-toxicity GHS annotation H301
117,2,Tier 2 — Consistent reversal,3,BRD-A09533288,verapamil,-1.479915,-43.12323,-56.672924,3,3,0,-33.75869,-43.12323,-56.672924,-90.0,127,True,False,True,False,True,False,2520,Verapamil,C27H38N2O4,454.6,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,"InChI=1S/C27H38N2O4/c1-20(2)27(19-28,22-10-12-24(31-5)26(18-22)33-7)14-8-15-29(3)16-13-21-9-11-23(30-4)25(17-21)32-6/h9-12,17-18,20H,8,13-16H2,1-7H3",SGTNSNPWRIOYBX-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,False,False,True,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,SGTNSNPWRIOYBX-UHFFFAOYSA-N,C27H38N2O4,,,,,,,,,,,True,H301 | H311 | H331,H301 | H311 | H331,True,38246,True,False,,3,2,LIMITED,True,False,CAUTION_MANUAL_REVIEW,"acute-toxicity GHS annotation H301,H311,H331"
